T6SS_gene,COG_ID,Gene_Tag,Organism,TaxID,Assembly_ID,Protein_Accession,Protein_Length,Footprint,Footprint_Length,Profile_Length,Bitscore,Evalue,Membership_Class,Membership_Description,Taxonomic_Category
tssJ,COG3521,DM41_RS37230,Burkholderia_cepacia_ATCC_25416,983594,GCF_003546465.1,WP_027791609.1,171,1-171,171,159.0,108.0,3.07e-30,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,DQM29_RS15635,Leminorella_richardii_NCTC12151,158841,GCF_900478135.1,WP_111741541.1,182,1-182,182,159.0,87.2,6.14e-22,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,DSCA_RS05610,Desulfosarcina_alkanivorans_PL12,571177,GCF_009688945.1,WP_155315492.1,182,1-182,182,159.0,55.6,5.9e-10,1,footprint covers most of the COG profile and most part of the protein,THERMODESULFOBACTERIOTA
tssJ,COG3521,DSM2777_RS14065,Obesumbacterium_proteus_DSM_2777,82983,GCF_001586165.1,WP_061554282.1,182,1-182,182,159.0,99.1,1.64e-26,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,DSM2777_RS19800,Obesumbacterium_proteus_DSM_2777,82983,GCF_001586165.1,WP_061554960.1,169,1-169,169,159.0,118.0,4.41e-34,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,DSOUD_RS15985,Desulfuromonas_soudanensis_WTL,1603606,GCF_001278055.1,WP_053551949.1,154,1-154,154,159.0,85.3,1.51e-21,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssJ,COG3521,DW350_RS15795,Gallaecimonas_mangrovi_HK-28,2291597,GCF_003367375.1,WP_115719860.1,154,1-154,154,159.0,129.0,7.25e-39,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,E05_34880,Plautia_stali_symbiont,891974,GCA_000180175.2,BAN98254.1,165,1-165,165,159.0,83.3,1.3e-20,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,E2H97_RS01130,Parashewanella_tropica_MEBiC05444,2547970,GCF_004358445.1,WP_133405421.1,153,1-153,153,159.0,80.3,1.76e-19,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,E8A73_RS30460,Polyangium_aurulentum_SDU3-1,2567896,GCF_005144635.2,WP_136918030.1,228,1-228,228,159.0,88.7,4.63e-22,1,footprint covers most of the COG profile and most part of the protein,MYXOCOCCOTA
tssJ,COG3521,EAE_RS19710,Klebsiella_aerogenes_KCTC_2190,1028307,GCF_000215745.1,WP_015366553.1,168,1-168,168,159.0,107.0,6.04e-30,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,EAE_RS20950,Klebsiella_aerogenes_KCTC_2190,1028307,GCF_000215745.1,WP_175879567.1,178,1-178,178,159.0,88.3,1.74e-22,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,EAE_RS22130,Klebsiella_aerogenes_KCTC_2190,1028307,GCF_000215745.1,WP_015705809.1,179,1-179,179,159.0,95.3,3.95e-25,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,EAM_RS01975,Erwinia_amylovora_ATCC_49946,716540,GCF_000027205.1,WP_013035793.1,174,1-174,174,159.0,89.1,9.59e-23,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,EAM_RS02010,Erwinia_amylovora_ATCC_49946,716540,GCF_000027205.1,WP_033477797.1,158,1-158,158,159.0,84.1,5.13e-21,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,EAM_RS02805,Erwinia_amylovora_ATCC_49946,716540,GCF_000027205.1,WP_004159922.1,170,1-170,170,159.0,94.5,6.22e-25,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,EBL_RS05665,Shimwellia_blattae_DSM_4481_NBRC_105725,630626,GCF_000262305.1,WP_002445139.1,175,1-175,175,159.0,83.7,9.99e-21,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,ECL_RS07515,Enterobacter_cloacae_sub_cloacae_ATCC_13047,716541,GCF_000025565.1,WP_013096175.1,167,1-167,167,159.0,86.8,6.22e-22,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,ECL_RS08965,Enterobacter_cloacae_sub_cloacae_ATCC_13047,716541,GCF_000025565.1,WP_013096443.1,181,1-181,181,159.0,104.0,1.89e-28,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,ECTOBSL9_RS05230,Ectothiorhodospira_BSL-9,1442136,GCF_001632845.1,WP_082829754.1,192,1-192,192,159.0,86.8,1.04e-21,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssJ,COG3521,ECs_0226,Escherichia_coli_O157_H7_str_Sakai,386585,GCF_000008865.2,NP_308253.1,174,1-174,174,159.0,148.0,1.02e-45,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,EI545_RS12590,Tabrizicola_piscis_K13M18,2494374,GCF_003940805.1,WP_125325794.1,152,1-152,152,159.0,92.6,2.16e-24,2,footprint covers most of the protein and part of the COG profile,ALPHAPROTEOBACTERIA
tssJ,COG3521,EJO50_RS01790,Iodobacter_ciconiae_H11R3,2496266,GCF_003952345.1,WP_125971303.1,188,1-188,188,159.0,82.6,4.58e-20,3,partial match on both protein and COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,EKN56_RS07340,Jinshanibacter_zhutongyuii_CF-458,2498113,GCF_004295645.1,WP_130591178.1,179,1-179,179,159.0,97.6,6.35e-26,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,EKN56_RS11905,Jinshanibacter_zhutongyuii_CF-458,2498113,GCF_004295645.1,WP_130591980.1,174,1-174,174,159.0,119.0,8.74e-35,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,EL028_RS20960,Kluyvera_intermedia_NCTC12125,61648,GCF_900635475.1,WP_062776446.1,177,1-177,177,159.0,135.0,5.71e-41,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,EMK97_RS03795,Litorilituus_sediminis_JCM_17549,718192,GCF_004295665.1,WP_246028870.1,154,1-154,154,159.0,77.2,2.22e-18,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,EWH46_RS04190,Sphaerotilus_sulfidivorans_D-507,639200,GCF_008329925.1,WP_149502802.1,201,1-201,201,159.0,103.0,4.73e-28,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,EYF70_RS06310,Pseudoduganella_albidiflava_DSM_17472,321983,GCF_004322755.1,WP_131144645.1,196,1-196,196,159.0,93.7,2.33e-24,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,EYF70_RS10945,Pseudoduganella_albidiflava_DSM_17472,321983,GCF_004322755.1,WP_131145423.1,188,1-188,188,159.0,106.0,1.99e-29,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,F5I99_RS03915,Nitrincola_iocasae_KXZD1103,2614693,GCF_008727795.1,WP_191905943.1,167,1-167,167,159.0,88.3,1.72e-22,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,F6R98_RS02220,Candidatus_Methylospira_mobilis_Shm1,1808979,GCF_009498235.1,WP_153247567.1,235,1-235,235,168.0,66.1,1.92e-13,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssJ,COG3521,FAY22_RS06635,Noviherbaspirillum_UKPF54,2601898,GCF_007874125.1,WP_146329485.1,226,1-226,226,159.0,92.6,1.59e-23,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,FEE42_RS03620,Rodentibacter_heylii_G1,1906744,GCF_010587025.1,WP_059365535.1,225,108-225,118,159.0,79.1,2.07e-18,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,FEM41_RS05850,Jejubacter_calystegiae_KSNA2,2579935,GCF_005671395.1,WP_138095098.1,165,1-165,165,159.0,96.1,1.31e-25,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,FEM41_RS11440,Jejubacter_calystegiae_KSNA2,2579935,GCF_005671395.1,WP_138096093.1,177,1-177,177,159.0,98.4,2.37e-26,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,FLM21_RS11995,Chitinolyticbacter_meiyuanensis_SYBC-H1,682798,GCF_008033135.1,WP_148715787.1,172,1-172,172,159.0,110.0,3.51e-31,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,FNU76_RS14715,Chitinimonas_arctica_R3-44,2594795,GCF_007431345.1,WP_144278899.1,205,1-205,205,159.0,106.0,2.68e-29,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,FPB0191_RS08650,Frischella_perrara_PEB0191,1267021,GCF_000807275.1,WP_039105362.1,175,1-175,175,159.0,105.0,3.6e-29,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,FPB0191_RS09575,Frischella_perrara_PEB0191,1267021,GCF_000807275.1,WP_039105656.1,171,1-171,171,159.0,102.0,3.49e-28,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,FRAAU_RS08880,Frateuria_aurantia_DSM_6220,767434,GCF_000242255.2,WP_014403205.1,170,1-170,170,159.0,111.0,1.04e-31,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,FV157_RS06140,Atlantibacter_hermannii_ATCC_33651,565,GCF_008064855.1,WP_148051932.1,181,1-181,181,159.0,98.7,2.16e-26,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,FV157_RS14820,Atlantibacter_hermannii_ATCC_33651,565,GCF_008064855.1,WP_148052563.1,178,1-178,178,159.0,90.7,2.35e-23,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,G3580_RS07185,Nitrogeniibacter_mangrovi_M9-3-2,2016596,GCF_010983895.1,WP_173764613.1,246,66-246,181,159.0,96.4,6.74e-25,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,G4Y78_RS04500,Spartinivicinus_ruber_S2-4-1H,2683272,GCF_011009015.1,WP_163831895.1,165,1-165,165,159.0,110.0,2.84e-31,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,G8A07_RS23875,Kinneretia_DAIF2,2714952,GCF_015624425.1,WP_195794413.1,148,1-148,148,159.0,95.7,1.22e-25,2,footprint covers most of the protein and part of the COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,GA520_RS01100,Desulfopila_IMCC35008,2653858,GCF_010646885.2,WP_163337185.1,176,1-176,176,159.0,48.7,2.2e-07,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssJ,COG3521,GAPWK_RS09640,Gilliamella_apicola_wkB1,1196095,GCF_000599985.1,WP_025316029.1,171,1-171,171,159.0,93.7,1.63e-24,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,GEOBRER4_RS05865,Citrifermentans_bremense_R4,60035,GCF_014218275.1,WP_185244617.1,162,1-162,162,159.0,46.0,1.41e-06,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssJ,COG3521,GMET_RS16590,Geobacter_metallireducens_GS-15,269799,GCF_000012925.1,WP_004512534.1,184,1-184,184,159.0,63.7,5.25e-13,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssJ,COG3521,GSUB_RS05375,Geoalkalibacter_subterraneus_Red1,483547,GCF_000827125.1,WP_052464590.1,153,1-153,153,159.0,92.6,2.22e-24,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssJ,COG3521,GT370_RS14445,Acidocella_MX-AZ03,2697363,GCF_027626035.1,WP_270183288.1,125,1-125,125,159.0,87.2,1.62e-22,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssJ,COG3521,GXP68_RS09225,Ewingella_americana_B6-1,41202,GCF_014233485.1,WP_185689911.1,179,1-179,179,159.0,114.0,1.9e-32,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,GXP68_RS12935,Ewingella_americana_B6-1,41202,GCF_014233485.1,WP_185688049.1,179,1-179,179,159.0,119.0,1.6e-34,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,GXP68_RS16945,Ewingella_americana_B6-1,41202,GCF_014233485.1,WP_034787469.1,171,1-171,171,159.0,93.4,1.79e-24,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,HCH_RS19210,Hahella_chejuensis_KCTC_2396,349521,GCF_000012985.1,WP_238384917.1,148,1-148,148,159.0,93.4,1.2e-24,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,HDN1F_12140,gamma_proteobacterium_HdN1,83406,GCA_000198515.1,CBL44797.1,254,97-254,158,159.0,50.6,6.24e-08,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,HEC60_RS11155,Yokenella_regensburgei_W13,158877,GCF_012109195.1,WP_167809309.1,178,1-178,178,159.0,91.0,1.65e-23,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,HELO_RS10575,Halomonas_elongata_DSM_2581,768066,GCF_000196875.2,WP_013332673.1,184,1-184,184,159.0,134.0,2.66e-40,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssJ,COG3521,HF888_RS07230,Bermanella_marisrubri_RED65,207949,GCF_012295615.1,WP_007017652.1,203,1-203,203,159.0,50.2,6.51e-08,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,HHAL_RS12405,Halorhodospira_halophila_SL1,349124,GCF_000015585.1,WP_187147867.1,165,1-165,165,159.0,79.1,6.47e-19,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,HSERO_RS03690,Herbaspirillum_seropedicae_SmR1,757424,GCF_000143225.1,WP_216665912.1,212,1-212,212,159.0,93.7,3.8e-24,3,partial match on both protein and COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,HSERO_RS20190,Herbaspirillum_seropedicae_SmR1,757424,GCF_000143225.1,WP_013235970.1,209,1-209,209,159.0,99.1,2.52e-26,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,HUN04_25360,Desulfobacter_BMAN-1,2294,GCA_028768525.1,WDP92868.1,176,1-176,176,159.0,50.6,3.67e-08,3,partial match on both protein and COG profile,THERMODESULFOBACTERIOTA
tssJ,COG3521,HUU81_RS08865,Flocculibacter_collagenilyticus_SM1988,2744479,GCF_016469335.1,WP_199608579.1,154,1-154,154,159.0,77.6,1.7e-18,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,HYN51_RS06810,Limnobaculum_parvum_HYN0051,2172103,GCF_003096015.2,WP_230514030.1,181,1-181,181,159.0,93.4,2.14e-24,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,HYN51_RS10400,Limnobaculum_parvum_HYN0051,2172103,GCF_003096015.2,WP_230513968.1,181,1-181,181,159.0,93.7,2.1e-24,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,I0K15_RS20385,Pontivivens_ytuae_MT2928,2789856,GCF_015679265.1,WP_196103306.1,145,1-145,145,159.0,80.6,1.03e-19,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssJ,COG3521,IEZ33_RS17230,Marinomonas_algicola_SM1966,2773454,GCF_014805825.1,WP_191601242.1,169,1-169,169,159.0,87.2,4.12e-22,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,IF205_RS10615,Aestuariispira_ectoiniformans_SWCN16,2775080,GCF_025136295.1,WP_259779342.1,175,1-175,175,159.0,88.0,2.42e-22,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssJ,COG3521,IV454_RS18730,Massilia_antarctica_P8398,2765360,GCF_015689335.1,WP_206087301.1,182,1-182,182,159.0,106.0,1.97e-29,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,J9874_RS09005,Duffyella_gerundensis_AR,1619313,GCF_020342335.1,WP_225700723.1,183,1-183,183,159.0,99.0,7.4e-27,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,JHT90_RS01815,Entomomonas_asaccharolytica_F2A,2785331,GCF_016653615.1,WP_201093394.1,169,1-169,169,159.0,125.0,6.83e-37,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,JQN73_RS02115,Glaciimonas_PAMC28666,2807626,GCF_016917355.1,WP_205321465.1,179,1-179,179,159.0,79.1,7.03e-19,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,JT31_RS02045,Cedecea_neteri_SSMD04,158822,GCF_000757825.1,WP_038472779.1,180,1-180,180,159.0,99.1,1.57e-26,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,JY500_RS04370,Niveibacterium_microcysteis_HC41,2811415,GCF_017161445.1,WP_206255177.1,257,97-257,161,159.0,77.2,1.86e-17,3,partial match on both protein and COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,JY500_RS10320,Niveibacterium_microcysteis_HC41,2811415,GCF_017161445.1,WP_206256285.1,159,1-159,159,159.0,104.0,8.9e-29,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,KFZ77_RS12395,Siccibacter_colletis_YSD_YN2,1505757,GCF_025914095.1,WP_264384366.1,171,1-171,171,159.0,126.0,1.9e-37,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,KFZ77_RS16010,Siccibacter_colletis_YSD_YN2,1505757,GCF_025914095.1,WP_264384766.1,196,1-196,196,159.0,99.0,1.12e-26,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,KI615_RS13040,Dechloromonas_denitrificans_G6,281362,GCF_020510645.1,WP_226416070.1,207,1-207,207,159.0,80.3,5.1e-19,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,KKOR_RS12565,Kangiella_koreensis_DSM_16069,523791,GCF_000024085.1,WP_015781516.1,153,1-153,153,159.0,86.4,5.42e-22,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,KPK_RS04535,Klebsiella_variicola_342,244366,GCF_000019565.1,WP_012540696.1,177,1-177,177,159.0,83.7,1.42e-20,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,KPK_RS09865,Klebsiella_variicola_342,244366,GCF_000019565.1,WP_012541332.1,178,1-178,178,159.0,93.0,3e-24,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,KPN_RS07220,Klebsiella_pneumoniae_sub_pneumoniae_MGH_78578_ATCC_700721,272620,GCF_000016305.1,WP_004176417.1,180,1-180,180,159.0,91.8,1.06e-23,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssJ,COG3521,KPN_RS12115,Klebsiella_pneumoniae_sub_pneumoniae_MGH_78578_ATCC_700721,272620,GCF_000016305.1,WP_004175532.1,178,1-178,178,159.0,92.6,4.41e-24,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,KPN_RS17065,Klebsiella_pneumoniae_sub_pneumoniae_MGH_78578_ATCC_700721,272620,GCF_000016305.1,WP_004181151.1,177,1-177,177,159.0,83.7,1.39e-20,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,KQQ_RS14695,Fluoribacter_dumoffii_Tex-KL,1094714,GCF_000236145.1,WP_010654952.1,195,1-195,195,168.0,43.8,1.28e-05,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,KU884_RS11730,Aquisalimonas_2447,2740807,GCF_012044895.1,WP_167782816.1,165,1-165,165,159.0,101.0,1.03e-27,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,Kalk_RS12150,Ketobacter_alkanivorans_GI5,1917421,GCF_002863865.1,WP_101894506.1,161,1-161,161,159.0,74.1,3.76e-17,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,Kalk_RS18740,Ketobacter_alkanivorans_GI5,1917421,GCF_002863865.1,WP_101895707.1,153,1-153,153,159.0,107.0,5.63e-30,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,LCHO_RS20200,Leptothrix_cholodnii_SP-6,395495,GCF_000019785.1,WP_190274821.1,192,1-192,192,159.0,102.0,1.28e-27,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,LDO33_RS14080,Celerinatantimonas_diazotrophica,412034,GCF_914590485.1,WP_224054904.1,164,1-164,164,159.0,121.0,2.71e-35,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,LG71_RS05555,Pluralibacter_gergoviae_FB2,61647,GCF_000757785.1,WP_043081689.1,168,1-168,168,159.0,106.0,1.07e-29,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,LG71_RS07810,Pluralibacter_gergoviae_FB2,61647,GCF_000757785.1,WP_043082019.1,170,1-170,170,159.0,123.0,2.4e-36,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,LG71_RS15590,Pluralibacter_gergoviae_FB2,61647,GCF_000757785.1,WP_043083734.1,180,1-180,180,159.0,97.2,8.34e-26,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,LG71_RS22115,Pluralibacter_gergoviae_FB2,61647,GCF_000757785.1,WP_043085495.1,180,1-180,180,159.0,89.1,1.1e-22,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,LOKVESSMR4R_RS15380,Yoonia_vestfoldensis_SMR4r,245188,GCF_002158905.1,WP_157898242.1,182,1-182,182,159.0,71.0,8.69e-16,1,footprint covers most of the COG profile and most part of the protein,ALPHAPROTEOBACTERIA
tssJ,COG3521,LRM40_RS13595,Ideonella_dechloratans_CCUG_30977,36863,GCF_021049305.1,WP_170288756.1,229,1-229,229,159.0,97.6,1.97e-25,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,LSG25_RS07335,Paralcaligenes_KSB-10,2901142,GCF_021266465.1,WP_232744027.1,225,1-225,225,159.0,46.7,1.55e-06,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,LT988_RS23070,Thiocapsa_bogorovii_BBS,521689,GCF_021228795.1,WP_232407856.1,173,1-173,173,159.0,116.0,1.91e-33,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,M1B72_RS15445,Geomonas_paludis_RG22,2740185,GCF_023221575.1,WP_248646510.1,166,1-166,166,159.0,47.9,3.4e-07,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssJ,COG3521,M5M_RS04390,Simiduia_agarivorans_SA1_DSM_21679,1117647,GCF_000305785.2,WP_016389216.1,167,1-167,167,159.0,88.3,1.74e-22,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,M673_RS17575,Aureimonas_AU20,1349819,GCF_001442755.1,WP_187301350.1,169,1-169,169,159.0,89.5,6.72e-23,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssJ,COG3521,MAFF_RS10330,Mesorhizobium_japonicum_MAFF_303099,266835,GCF_000009625.1,WP_010910850.1,150,1-150,150,159.0,149.0,8.78e-47,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssJ,COG3521,MARGE09_RS05580,Marinagarivorans_cellulosilyticus_GE09,2721545,GCF_021655555.1,WP_236986360.1,164,1-164,164,159.0,90.7,1.73e-23,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,MARHY_RS17285,Marinobacter_nauticus_ATCC_49840,1163748,GCF_000284615.1,WP_011787131.1,177,1-177,177,159.0,122.0,1.26e-35,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,MEALZ_RS06895,Methylotuvimicrobium_alcaliphilum_20Z,1091494,GCF_000968535.2,WP_162472927.1,173,1-173,173,159.0,106.0,2.64e-29,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,MEBOL_RS01085,Melittangium_boletus_DSM_14713,1294270,GCF_002305855.1,WP_095982492.1,189,1-189,189,159.0,76.8,6.15e-18,3,partial match on both protein and COG profile,MYXOCOCCOTA
tssJ,COG3521,METME_RS17295,Methylomonas_methanica_MC09,857087,GCF_000214665.1,WP_013820042.1,157,1-157,157,159.0,115.0,3.74e-33,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,MIS33_RS05925,Wielerella_bovis_08LB461,2917790,GCF_022354425.1,WP_249446255.1,176,1-176,176,159.0,102.0,5.32e-28,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,MLG_RS00260,Alkalilimnicola_ehrlichii_MLHE-1,187272,GCF_000014785.1,WP_011627804.1,190,1-190,190,159.0,122.0,1.5e-35,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssJ,COG3521,MNY66_RS05505,Moellerella_wisconsensis_W65,158849,GCF_022592395.1,WP_277627822.1,165,1-165,165,159.0,81.0,9.88e-20,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,MNY66_RS07905,Moellerella_wisconsensis_W65,158849,GCF_022592395.1,WP_277629376.1,162,1-162,162,159.0,96.4,1.17e-25,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,MNY66_RS10635,Moellerella_wisconsensis_W65,158849,GCF_022592395.1,WP_241500816.1,156,1-156,156,159.0,61.4,2.72e-12,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
